"Currency","Trans Type","Settle State","Tran #","Device","Location","Asset #","Date","Card Type","Amount","AP Code","Details"
"United States Dollars","Cash","Processed",20109529014,"VJ310333031","Girl Scouts of WI-SE","TBD","03/13/2025 09:38:34 AM","Cash","$1.00",,"B01($1.00)"
"United States Dollars","Cash","Processed",20111131916,"VJ310333031","Girl Scouts of WI-SE","TBD","03/13/2025 01:14:09 PM","Cash","$1.00",,"B03($1.00)"
"United States Dollars","Cash","Processed",20113094584,"VJ310333031","Girl Scouts of WI-SE","TBD","03/13/2025 06:59:48 PM","Cash","$1.75",,"B06($1.75)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109680322,"VJ310333031","Girl Scouts of WI-SE","TBD","03/13/2025 10:02:59 AM","MasterCard (Apple Pay EMV)","$1.10","411340","A11($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110710685,"VJ310333031","Girl Scouts of WI-SE","TBD","03/13/2025 12:18:41 PM","Visa (Apple Pay EMV)","$1.10","061813","A03($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110941824,"VJ310333031","Girl Scouts of WI-SE","TBD","03/13/2025 12:36:56 PM","MasterCard (Apple Pay EMV)","$1.10","282009","A04($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111685748,"VJ310333031","Girl Scouts of WI-SE","TBD","03/13/2025 02:12:03 PM","Visa (Apple Pay EMV)","$4.20","031115","A19($2.00), A15($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112206678,"VJ310333031","Girl Scouts of WI-SE","TBD","03/13/2025 03:54:45 PM","Visa (Apple Pay EMV)","$1.10","043854","B01($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20109396510,"VJ310355173","Reliance Beverage","TBD","03/13/2025 09:15:49 AM","Cash","$1.75",,"D1($1.75)"
"United States Dollars","Cash","Processed",20110333713,"VJ310355173","Reliance Beverage","TBD","03/13/2025 11:32:24 AM","Cash","$1.50",,"A6($1.50)"
"United States Dollars","Credit","Settled",20110534157,"VJ310355173","Reliance Beverage","TBD","03/13/2025 11:58:42 AM","Visa (Swiped)","$2.10","527052","C2($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109865571,"VJ310355173","Reliance Beverage","TBD","03/13/2025 10:31:32 AM","Visa (EMV Contactless)","$2.10","003129","B2($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20111033896,"VJ310355174","Fischer Beverage","TBD","03/13/2025 01:03:08 PM","Cash","$1.75",,"D3($1.75)"
"United States Dollars","Cash","Processed",20111706027,"VJ310355174","Fischer Beverage","TBD","03/13/2025 02:36:08 PM","Cash","$2.00",,"B9($2.00)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110789988,"VJ310355174","Fischer Beverage","TBD","03/13/2025 12:29:45 PM","MasterCard (Apple Pay EMV)","$2.85","022941","A6($2.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108549368,"VJ310355174","Fischer Beverage","TBD","03/13/2025 05:42:07 AM","Visa (EMV Contactless)","$1.60","054203","A1($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108596216,"VJ310355174","Fischer Beverage","TBD","03/13/2025 06:02:08 AM","MasterCard (EMV Contactless)","$3.35","060207","A7($3.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108597564,"VJ310355174","Fischer Beverage","TBD","03/13/2025 06:02:49 AM","Visa (EMV Contactless)","$3.10","011235","D7($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108613938,"VJ310355174","Fischer Beverage","TBD","03/13/2025 06:09:04 AM","MasterCard (EMV Contactless)","$3.35","557598","A7($3.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108904060,"VJ310355174","Fischer Beverage","TBD","03/13/2025 07:40:38 AM","Visa (EMV Contactless)","$2.10","00933D","C1($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109376413,"VJ310355174","Fischer Beverage","TBD","03/13/2025 09:12:06 AM","Visa (EMV Contactless)","$4.70","091159","D4($1.50), D7($3.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109380783,"VJ310355174","Fischer Beverage","TBD","03/13/2025 09:12:48 AM","Visa (EMV Contactless)","$2.10","016868","E5($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109389011,"VJ310355174","Fischer Beverage","TBD","03/13/2025 09:14:16 AM","Visa (EMV Contactless)","$2.10","091412","C4($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110051127,"VJ310355174","Fischer Beverage","TBD","03/13/2025 10:58:07 AM","Visa (EMV Contactless)","$2.85","04122D","A5($2.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111924064,"VJ310355174","Fischer Beverage","TBD","03/13/2025 03:08:03 PM","Visa (EMV Contactless)","$2.10","050800","C7($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20108606518,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 06:06:24 AM","Cash","$1.00",,"134($1.00)"
"United States Dollars","Cash","Processed",20108814093,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 07:16:16 AM","Cash","$2.00",,"153($2.00)"
"United States Dollars","Cash","Processed",20111669078,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 02:30:53 PM","Cash","$1.50",,"144($1.50)"
"United States Dollars","Cash","Processed",20111693712,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 02:34:19 PM","Cash","$1.00",,"136($1.00)"
"United States Dollars","Cash","Processed",20111694184,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 02:34:46 PM","Cash","$2.00",,"155($2.00)"
"United States Dollars","Cash","Processed",20112192633,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 03:52:42 PM","Cash","$2.00",,"159($2.00)"
"United States Dollars","Cash","Processed",20112277298,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 04:06:59 PM","Cash","$1.00",,"120($1.00)"
"United States Dollars","Cash","Processed",20112278553,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 04:07:17 PM","Cash","$1.00",,"120($1.00)"
"United States Dollars","Cash","Processed",20113042674,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 06:46:55 PM","Cash","$1.00",,"116($1.00)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108703665,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 06:43:58 AM","MasterCard (Apple Pay EMV)","$3.20","28870W","124($1.00), 154($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111674395,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 02:31:23 PM","Visa (Apple Pay EMV)","$1.10","013951","160($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111682922,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 02:32:35 PM","Visa (Apple Pay EMV)","$3.10","013646","148($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111687386,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 02:33:15 PM","MasterCard (Apple Pay EMV)","$4.20","043307","148($3.00), 110($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111746620,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 02:41:57 PM","Visa (Apple Pay EMV)","$7.80","020504","140($1.50), 142($3.00), 142($3.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111756376,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 02:43:21 PM","Visa (Apple Pay EMV)","$2.10","022400","155($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112085850,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 03:34:00 PM","Visa (Apple Pay EMV)","$1.10","023316","122($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112977959,"VJ310383232","Arrowhead South Junk","TBD","03/13/2025 06:30:56 PM","Visa (EMV Contactless)","$1.10","005271","120($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20107601871,"VJ310383233","PCA Beverage","TBD","03/12/2025 08:38:29 PM","Cash","$1.00",,"A1($1.00)"
"United States Dollars","Cash","Processed",20109225768,"VJ310383233","PCA Beverage","TBD","03/13/2025 08:46:57 AM","Cash","$3.00",,"E2($3.00)"
"United States Dollars","Cash","Processed",20110355875,"VJ310383233","PCA Beverage","TBD","03/13/2025 11:35:08 AM","Cash","$2.00",,"B1($2.00)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108574900,"VJ310383233","PCA Beverage","TBD","03/13/2025 05:54:30 AM","Visa (EMV Contactless)","$3.10","055978","E4($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20109605433,"VJ310383234","SIC Snack","TBD","03/13/2025 09:52:07 AM","Cash","$2.00",,"156($2.00)"
"United States Dollars","Cash","Processed",20110248046,"VJ310383234","SIC Snack","TBD","03/13/2025 11:21:39 AM","Cash","$1.00",,"138($1.00)"
"United States Dollars","Cash","Processed",20110366610,"VJ310383234","SIC Snack","TBD","03/13/2025 11:36:03 AM","Cash","$1.00",,"112($1.00)"
"United States Dollars","Cash","Processed",20110364364,"VJ310383234","SIC Snack","TBD","03/13/2025 11:36:13 AM","Cash","$1.00",,"112($1.00)"
"United States Dollars","Cash","Processed",20110365172,"VJ310383234","SIC Snack","TBD","03/13/2025 11:36:25 AM","Cash","$1.00",,"112($1.00)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108912932,"VJ310383234","SIC Snack","TBD","03/13/2025 07:42:44 AM","Visa (Apple Pay EMV)","$3.20","074231","134($1.00), 160($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109309858,"VJ310383234","SIC Snack","TBD","03/13/2025 09:01:38 AM","Visa (EMV Contactless)","$5.30","090123","132($1.00), 158($2.00), 154($2.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110050686,"VJ310383234","SIC Snack","TBD","03/13/2025 10:58:06 AM","Visa (EMV Contactless)","$4.20","776194","146($1.00), 140($3.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20109948151,"VJ310383235","SIC 2","TBD","03/13/2025 10:43:50 AM","Cash","$1.00",,"C7($1.00)"
"United States Dollars","Cash","Processed",20111115667,"VJ310383235","SIC 2","TBD","03/13/2025 01:14:05 PM","Cash","$3.00",,"D4($3.00)"
"United States Dollars","Cash","Processed",20111334505,"VJ310383235","SIC 2","TBD","03/13/2025 01:44:55 PM","Cash","$2.00",,"E4($2.00)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108649768,"VJ310383235","SIC 2","TBD","03/13/2025 06:23:47 AM","MasterCard (EMV Contactless)","$3.80","013646","B7($1.50), B5($1.00), C7($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108832334,"VJ310383235","SIC 2","TBD","03/13/2025 07:21:12 AM","Visa (EMV Contactless)","$3.10","086441","D4($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111466360,"VJ310383235","SIC 2","TBD","03/13/2025 02:02:29 PM","Visa (EMV Contactless)","$3.10","022787","D4($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20112399650,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 04:29:44 PM","Cash","$1.00",,"164($1.00)"
"United States Dollars","Cash","Processed",20112580565,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 05:04:31 PM","Cash","$1.00",,"130($1.00)"
"United States Dollars","Cash","Processed",20112591151,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 05:06:31 PM","Cash","$1.00",,"134($1.00)"
"United States Dollars","Cash","Processed",20112664783,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 05:21:48 PM","Cash","$1.00",,"134($1.00)"
"United States Dollars","Credit","Settled",20111755730,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 02:43:02 PM","MasterCard (Swiped)","$3.10","748862","142($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20111763018,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 02:44:06 PM","MasterCard (Swiped)","$3.10","748863","146($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20112509812,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 04:50:46 PM","Visa (Swiped)","$2.20","319111","134($1.00), 124($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112628926,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 05:14:10 PM","MasterCard (Apple Pay EMV)","$3.20","2PPNB9","130($1.00), 155($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20113184689,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 07:21:56 PM","MasterCard (Apple Pay EMV)","$1.10","092153","114($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20113219478,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 07:31:17 PM","MasterCard (Apple Pay EMV)","$1.10","093113","114($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108610805,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 06:07:58 AM","Visa (EMV Contactless)","$5.30","165960","153($2.00), 134($1.00), 128($2.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111781123,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 02:46:49 PM","Visa (EMV Contactless)","$3.10","004615","146($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112397544,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 04:29:16 PM","MasterCard (EMV Contactless)","$7.30","072631","142($3.00), 155($2.00), 155($2.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112713514,"VJ310383236","Arrowhead North Junk","TBD","03/13/2025 05:31:48 PM","Visa (EMV Contactless)","$2.10","330133","136($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20109514544,"VJ310383237","Educators Beverage","TBD","03/13/2025 09:36:07 AM","Cash","$1.75",,"C1($1.75)"
"United States Dollars","Cash","Processed",20111254512,"VJ310383237","Educators Beverage","TBD","03/13/2025 01:33:29 PM","Cash","$2.00",,"E3($2.00)"
"United States Dollars","Credit","Settled",20111878908,"VJ310383237","Educators Beverage","TBD","03/13/2025 03:01:37 PM","Visa (Swiped)","$2.85","150132","A5($2.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108947693,"VJ310383237","Educators Beverage","TBD","03/13/2025 07:51:30 AM","Visa (Apple Pay EMV)","$2.10","075118","D4($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109278321,"VJ310383237","Educators Beverage","TBD","03/13/2025 08:56:29 AM","Visa (Apple Pay EMV)","$2.85","085627","D8($2.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109347486,"VJ310383237","Educators Beverage","TBD","03/13/2025 09:07:03 AM","Visa (Apple Pay EMV)","$3.30","090652","A4($1.00), A4($1.00), A4($1.00), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110212728,"VJ310383237","Educators Beverage","TBD","03/13/2025 11:16:54 AM","Visa (Apple Pay EMV)","$3.35","111649","A7($3.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110709860,"VJ310383237","Educators Beverage","TBD","03/13/2025 12:18:33 PM","Visa (Apple Pay EMV)","$2.10","121826","D4($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112337491,"VJ310383237","Educators Beverage","TBD","03/13/2025 04:17:40 PM","American Express (Apple Pay EMV)","$2.10","831196","C4($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109142315,"VJ310383237","Educators Beverage","TBD","03/13/2025 08:30:20 AM","Visa (EMV Contactless)","$2.10","083014","E3($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109558377,"VJ310383237","Educators Beverage","TBD","03/13/2025 09:43:29 AM","Visa (EMV Contactless)","$2.10","094324","E2($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109747717,"VJ310383237","Educators Beverage","TBD","03/13/2025 10:13:07 AM","Visa (EMV Contactless)","$2.85","101307","E9($2.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111204629,"VJ310383237","Educators Beverage","TBD","03/13/2025 01:26:42 PM","Visa (EMV Contactless)","$2.10","132638","C6($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111654687,"VJ310383237","Educators Beverage","TBD","03/13/2025 02:28:35 PM","Visa (EMV Contactless)","$1.85","493737","D2($1.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111700904,"VJ310383237","Educators Beverage","TBD","03/13/2025 02:35:10 PM","Visa (EMV Contactless)","$2.10","143503","E2($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Google Pay EMV)","Settled",20110828468,"VJ310383237","Educators Beverage","TBD","03/13/2025 12:34:33 PM","Visa (Google Pay EMV)","$2.10","123430","B5($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20108715999,"VJ310383238","Reliance Snack","TBD","03/13/2025 06:48:37 AM","Cash","$1.50",,"164($1.50)"
"United States Dollars","Cash","Processed",20109796703,"VJ310383238","Reliance Snack","TBD","03/13/2025 10:21:14 AM","Cash","$1.00",,"120($1.00)"
"United States Dollars","Cash","Processed",20110339638,"VJ310383238","Reliance Snack","TBD","03/13/2025 11:33:10 AM","Cash","$1.00",,"120($1.00)"
"United States Dollars","Cash","Processed",20111172919,"VJ310383238","Reliance Snack","TBD","03/13/2025 01:22:13 PM","Cash","$1.00",,"162($1.00)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109200618,"VJ310383238","Reliance Snack","TBD","03/13/2025 08:41:54 AM","Visa (EMV Contactless)","$4.05","014109","132($1.00), 132($1.00), 153($1.75), Two-Tier Pricing(3 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109203676,"VJ310383238","Reliance Snack","TBD","03/13/2025 08:42:15 AM","Visa (EMV Contactless)","$1.85","024209","155($1.75), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109869294,"VJ310383238","Reliance Snack","TBD","03/13/2025 10:31:58 AM","Visa (EMV Contactless)","$3.20","003149","134($1.50), 134($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112185990,"VJ310383238","Reliance Snack","TBD","03/13/2025 03:51:11 PM","Visa (EMV Contactless)","$2.20","055101","144($1.00), 144($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20107603309,"VJ310383239","PCA Snack","TBD","03/12/2025 08:39:01 PM","Cash","$1.00",,"132($1.00)"
"United States Dollars","Cash","Processed",20107604148,"VJ310383239","PCA Snack","TBD","03/12/2025 08:39:18 PM","Cash","$1.00",,"132($1.00)"
"United States Dollars","Cash","Processed",20108572337,"VJ310383239","PCA Snack","TBD","03/13/2025 05:53:34 AM","Cash","$1.00",,"112($1.00)"
"United States Dollars","Cash","Processed",20108794656,"VJ310383239","PCA Snack","TBD","03/13/2025 07:10:39 AM","Cash","$1.00",,"136($1.00)"
"United States Dollars","Cash","Processed",20109219720,"VJ310383239","PCA Snack","TBD","03/13/2025 08:45:46 AM","Cash","$2.00",,"157($2.00)"
"United States Dollars","Cash","Processed",20109886321,"VJ310383239","PCA Snack","TBD","03/13/2025 10:34:33 AM","Cash","$1.00",,"124($1.00)"
"United States Dollars","Cash","Processed",20111587678,"VJ310383239","PCA Snack","TBD","03/13/2025 02:19:15 PM","Cash","$1.00",,"122($1.00)"
"United States Dollars","Cash","Processed",20112462399,"VJ310383239","PCA Snack","TBD","03/13/2025 04:41:41 PM","Cash","$1.00",,"151($1.00)"
"United States Dollars","Cash","Processed",20113147879,"VJ310383239","PCA Snack","TBD","03/13/2025 07:12:16 PM","Cash","$2.00",,"153($2.00)"
"United States Dollars","Cash","Processed",20108800230,"VJ500004466","Ace Stamping - Snack","TBD","03/13/2025 07:11:10 AM","Cash","$1.00",,"114($1.00)"
"United States Dollars","Cash","Processed",20109058484,"VJ500004466","Ace Stamping - Snack","TBD","03/13/2025 08:13:16 AM","Cash","$1.00",,"114($1.00)"
"United States Dollars","Cash","Processed",20109137280,"VJ500004466","Ace Stamping - Snack","TBD","03/13/2025 08:29:41 AM","Cash","$1.50",,"154($1.50)"
"United States Dollars","Cash","Processed",20109140906,"VJ500004466","Ace Stamping - Snack","TBD","03/13/2025 08:30:23 AM","Cash","$1.00",,"158($1.00)"
"United States Dollars","Cash","Processed",20109142471,"VJ500004466","Ace Stamping - Snack","TBD","03/13/2025 08:30:46 AM","Cash","$1.00",,"158($1.00)"
"United States Dollars","Credit","Settled",20111519249,"VJ500004466","Ace Stamping - Snack","TBD","03/13/2025 02:09:26 PM","MasterCard (Swiped)","$1.10","41319Q","116($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109513426,"VJ500004466","Ace Stamping - Snack","TBD","03/13/2025 09:35:38 AM","MasterCard (Apple Pay EMV)","$2.10","99299Z","146($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109916462,"VJ500004466","Ace Stamping - Snack","TBD","03/13/2025 10:38:43 AM","Visa (Apple Pay EMV)","$2.20","103834","114($1.00), 142($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109555598,"VJ500004466","Ace Stamping - Snack","TBD","03/13/2025 09:43:06 AM","Visa (EMV Contactless)","$1.10","206871","167($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109858375,"VJ500004466","Ace Stamping - Snack","TBD","03/13/2025 10:30:28 AM","Discover (EMV Contactless)","$2.10","01303R","145($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110451023,"VJ500004466","Ace Stamping - Snack","TBD","03/13/2025 11:47:16 AM","Visa (EMV Contactless)","$2.10","240608","148($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20108867647,"VJ500004480","USPS - Snack","TBD","03/13/2025 07:31:16 AM","Cash","$1.00",,"53($1.00)"
"United States Dollars","Cash","Processed",20109845801,"VJ500004480","USPS - Snack","TBD","03/13/2025 10:28:57 AM","Cash","$1.00",,"51($1.00)"
"United States Dollars","Cash","Processed",20112010329,"VJ500004480","USPS - Snack","TBD","03/13/2025 03:22:04 PM","Cash","$1.00",,"13($1.00)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112100794,"VJ500004480","USPS - Snack","TBD","03/13/2025 03:36:22 PM","Visa (Apple Pay EMV)","$3.20","047775","45($1.50), 45($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108811370,"VJ500004480","USPS - Snack","TBD","03/13/2025 07:15:12 AM","Visa (EMV Contactless)","$1.10","071452","51($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109578344,"VJ500004480","USPS - Snack","TBD","03/13/2025 09:46:54 AM","Visa (EMV Contactless)","$2.20","094611","11($1.00), 22($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110508044,"VJ500004480","USPS - Snack","TBD","03/13/2025 11:54:50 AM","MasterCard (EMV Contactless)","$2.20","013506","32($1.00), 62($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20109511946,"VJ500006255","Brookfield Central","TBD","03/13/2025 09:35:47 AM","Cash","$2.00",,"44($2.00)"
"United States Dollars","Cash","Processed",20109538473,"VJ500006255","Brookfield Central","TBD","03/13/2025 09:40:20 AM","Cash","$1.00",,"53($1.00)"
"United States Dollars","Cash","Processed",20109543684,"VJ500006255","Brookfield Central","TBD","03/13/2025 09:41:16 AM","Cash","$1.00",,"51($1.00)"
"United States Dollars","Cash","Processed",20110751721,"VJ500006255","Brookfield Central","TBD","03/13/2025 12:24:36 PM","Cash","$1.00",,"12($1.00)"
"United States Dollars","Cash","Processed",20111216312,"VJ500006255","Brookfield Central","TBD","03/13/2025 01:28:24 PM","Cash","$2.00",,"41($2.00)"
"United States Dollars","Cash","Processed",20112357341,"VJ500006255","Brookfield Central","TBD","03/13/2025 04:21:36 PM","Cash","$1.00",,"12($1.00)"
"United States Dollars","Credit (Apple Pay Cash EMV)","Settled",20109498256,"VJ500006255","Brookfield Central","TBD","03/13/2025 09:33:04 AM","Visa (Apple Pay Cash EMV)","$3.20","143120","45($2.00), 12($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108951718,"VJ500006255","Brookfield Central","TBD","03/13/2025 07:52:11 AM","Visa (Apple Pay EMV)","$2.10","180510","44($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108954905,"VJ500006255","Brookfield Central","TBD","03/13/2025 07:53:09 AM","MasterCard (Apple Pay EMV)","$3.10","003594","34($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108959752,"VJ500006255","Brookfield Central","TBD","03/13/2025 07:54:12 AM","MasterCard (Apple Pay EMV)","$2.10","043944","45($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109424337,"VJ500006255","Brookfield Central","TBD","03/13/2025 09:20:32 AM","Visa (Apple Pay EMV)","$2.10","795141","31($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109430742,"VJ500006255","Brookfield Central","TBD","03/13/2025 09:21:43 AM","Visa (Apple Pay EMV)","$2.20","201340","53($1.00), 51($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109446740,"VJ500006255","Brookfield Central","TBD","03/13/2025 09:24:17 AM","Visa (Apple Pay EMV)","$1.60","012310","52($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109510412,"VJ500006255","Brookfield Central","TBD","03/13/2025 09:35:09 AM","MasterCard (Apple Pay EMV)","$1.10","093444","13($1.00), Two-Tier Pricing($0.10)"
